comment,case_folding,remove_emoji,cleaning_text,replace_3_or_more,tokenize,word_normalization,stemming,stopwords,Sentiments,Label
"Woi pemerintah ribet amet. Setelah BPJS rugi triliunan dan ga jelas juntrungnya... makin seneng ya nyekek rakyat? koreksi kalo gw salah, program Jaminan kesehatan masyarakat dimana 2 sudah jadi kewajiban pemerintah buat nanggung masyarakatnya. Jangan karena mis","woi pemerintah ribet amet. setelah bpjs rugi triliunan dan ga jelas juntrungnya... makin seneng ya nyekek rakyat? koreksi kalo gw salah, program jaminan kesehatan masyarakat dimana 2 sudah jadi kewajiban pemerintah buat nanggung masyarakatnya. jangan karena mis","woi pemerintah ribet amet. setelah bpjs rugi triliunan dan ga jelas juntrungnya... makin seneng ya nyekek rakyat? koreksi kalo gw salah, program jaminan kesehatan masyarakat dimana 2 sudah jadi kewajiban pemerintah buat nanggung masyarakatnya. jangan karena mis",woi pemerintah ribet amet  setelah bpjs rugi triliunan dan ga jelas juntrungnya    makin seneng ya nyekek rakyat  koreksi kalo gw salah  program jaminan kesehatan masyarakat dimana   sudah jadi kewajiban pemerintah buat nanggung masyarakatnya  jangan karena mis,woi pemerintah ribet amet setelah bpjs rugi triliunan dan ga jelas juntrungnya makin seneng ya nyekek rakyat koreksi kalo gw salah program jaminan kesehatan masyarakat dimana sudah jadi kewajiban pemerintah buat nangung masyarakatnya jangan karena mis,"['woi', 'pemerintah', 'ribet', 'amet', 'setelah', 'bpjs', 'rugi', 'triliunan', 'dan', 'ga', 'jelas', 'juntrungnya', 'makin', 'seneng', 'ya', 'nyekek', 'rakyat', 'koreksi', 'kalo', 'gw', 'salah', 'program', 'jaminan', 'kesehatan', 'masyarakat', 'dimana', 'sudah', 'jadi', 'kewajiban', 'pemerintah', 'buat', 'nangung', 'masyarakatnya', 'jangan', 'karena', 'mis']",woy pemerintah ribet amet setelah bpjs rugi triliunan dan tidak jelas juntrungnya makin seneng ya nyekek rakyat koreksi kalau aku salah program jaminan kesehatan masyarakat dimana sudah jadi kewajiban pemerintah untuk nangung masyarakatnya jangan karena mis,woy perintah ribet amet telah bpjs rugi triliun dan tidak jelas juntrung makin neng ya nyekek rakyat koreksi kalau aku salah program jamin sehat masyarakat mana sudah jadi wajib perintah untuk nangung masyarakat jangan karena mis,woy perintah ribet amet bpjs rugi triliun jelas juntrung makin neng nyekek rakyat koreksi kalau aku salah program jamin sehat masyarakat mana jadi wajib perintah nangung masyarakat jangan mis,-1,negatif
"jangan karena keasikan nih rakyat pada mau bayar, jadi main asal denda. Inget, konsep BPJS itu adalah jaminan sosial bukan jadi kaya asuransi swasta. dimana peran negara kalau bisanya cm palakin rakyat doang? lama2 rakyat teriak dan bubar nih negara kalau pemerintah ya ga becus","jangan karena keasikan nih rakyat pada mau bayar, jadi main asal denda. inget, konsep bpjs itu adalah jaminan sosial bukan jadi kaya asuransi swasta. dimana peran negara kalau bisanya cm palakin rakyat doang? lama2 rakyat teriak dan bubar nih negara kalau pemerintah ya ga becus","jangan karena keasikan nih rakyat pada mau bayar, jadi main asal denda. inget, konsep bpjs itu adalah jaminan sosial bukan jadi kaya asuransi swasta. dimana peran negara kalau bisanya cm palakin rakyat doang? lama2 rakyat teriak dan bubar nih negara kalau pemerintah ya ga becus",jangan karena keasikan nih rakyat pada mau bayar  jadi main asal denda  inget  konsep bpjs itu adalah jaminan sosial bukan jadi kaya asuransi swasta  dimana peran negara kalau bisanya cm palakin rakyat doang  lama  rakyat teriak dan bubar nih negara kalau pemerintah ya ga becus,jangan karena keasikan nih rakyat pada mau bayar jadi main asal denda inget konsep bpjs itu adalah jaminan sosial bukan jadi kaya asuransi swasta dimana peran negara kalau bisanya cm palakin rakyat doang lama rakyat teriak dan bubar nih negara kalau pemerintah ya ga becus,"['jangan', 'karena', 'keasikan', 'nih', 'rakyat', 'pada', 'mau', 'bayar', 'jadi', 'main', 'asal', 'denda', 'inget', 'konsep', 'bpjs', 'itu', 'adalah', 'jaminan', 'sosial', 'bukan', 'jadi', 'kaya', 'asuransi', 'swasta', 'dimana', 'peran', 'negara', 'kalau', 'bisanya', 'cm', 'palakin', 'rakyat', 'doang', 'lama', 'rakyat', 'teriak', 'dan', 'bubar', 'nih', 'negara', 'kalau', 'pemerintah', 'ya', 'ga', 'becus']",jangan karena keasikan ini rakyat pada mau bayar jadi main asal denda ingat konsep bpjs itu adalah jaminan sosial bukan jadi kaya asuransi swasta dimana peran negara kalau bisanya hanya palakin rakyat saja lama rakyat teriak dan bubar ini negara kalau pemerintah ya tidak becus,jangan karena asi ini rakyat pada mau bayar jadi main asal denda ingat konsep bpjs itu adalah jamin sosial bukan jadi kaya asuransi swasta mana peran negara kalau bisa hanya palakin rakyat saja lama rakyat teriak dan bubar ini negara kalau perintah ya tidak becus,jangan asi rakyat mau bayar jadi main asal denda ingat konsep bpjs jamin sosial bukan jadi kaya asuransi swasta mana peran negara kalau palakin rakyat lama rakyat teriak bubar negara kalau perintah becus,-1,negatif
"Jujur gw paling kecewa sama pelayanan BPJS dahulu gw dukung sekarang gw paling anti sama program beginian. Pertama bagi pengguna BPJS wajib baca apa yg ke cover dan mana yg tdk ke cover; Kedua Masuk opname rumah sakit tdk sedikit RS pelayan BPJS meminta uang jaminan dan microtransaction blablabla, klo gw itung hampir sama biaya dengan asuransi swasta 😂; yang ketiga bagi rawat jalan beberapa klinik / RS membatasi pasien yg berkunjung dokter spesialis padahal pasien bayar full selama bertahun2 😂 ; yang ke-empat yg paling bedebah beban pejabat BPJS rerata 70 jt keatas + fasilitas + tunjangan trus lo BPJS itu ngomong konsep-nya gotong royong, yg ada lo ke doktrin","jujur gw paling kecewa sama pelayanan bpjs dahulu gw dukung sekarang gw paling anti sama program beginian. pertama bagi pengguna bpjs wajib baca apa yg ke cover dan mana yg tdk ke cover; kedua masuk opname rumah sakit tdk sedikit rs pelayan bpjs meminta uang jaminan dan microtransaction blablabla, klo gw itung hampir sama biaya dengan asuransi swasta ð; yang ketiga bagi rawat jalan beberapa klinik / rs membatasi pasien yg berkunjung dokter spesialis padahal pasien bayar full selama bertahun2 ð ; yang ke-empat yg paling bedebah beban pejabat bpjs rerata 70 jt keatas + fasilitas + tunjangan trus lo bpjs itu ngomong konsep-nya gotong royong, yg ada lo ke doktrin","jujur gw paling kecewa sama pelayanan bpjs dahulu gw dukung sekarang gw paling anti sama program beginian. pertama bagi pengguna bpjs wajib baca apa yg ke cover dan mana yg tdk ke cover; kedua masuk opname rumah sakit tdk sedikit rs pelayan bpjs meminta uang jaminan dan microtransaction blablabla, klo gw itung hampir sama biaya dengan asuransi swasta ; yang ketiga bagi rawat jalan beberapa klinik / rs membatasi pasien yg berkunjung dokter spesialis padahal pasien bayar full selama bertahun2  ; yang ke-empat yg paling bedebah beban pejabat bpjs rerata 70 jt keatas + fasilitas + tunjangan trus lo bpjs itu ngomong konsep-nya gotong royong, yg ada lo ke doktrin",jujur gw paling kecewa sama pelayanan bpjs dahulu gw dukung sekarang gw paling anti sama program beginian  pertama bagi pengguna bpjs wajib baca apa yg ke cover dan mana yg tdk ke cover  kedua masuk opname rumah sakit tdk sedikit rs pelayan bpjs meminta uang jaminan dan microtransaction blablabla  klo gw itung hampir sama biaya dengan asuransi swasta   yang ketiga bagi rawat jalan beberapa klinik   rs membatasi pasien yg berkunjung dokter spesialis padahal pasien bayar full selama bertahun     yang ke empat yg paling bedebah beban pejabat bpjs rerata    jt keatas   fasilitas   tunjangan trus lo bpjs itu ngomong konsep nya gotong royong  yg ada lo ke doktrin,jujur gw paling kecewa sama pelayanan bpjs dahulu gw dukung sekarang gw paling anti sama program beginian pertama bagi penguna bpjs wajib baca apa yg ke cover dan mana yg tdk ke cover kedua masuk opname rumah sakit tdk sedikit rs pelayan bpjs meminta uang jaminan dan microtransaction blablabla klo gw itung hampir sama biaya dengan asuransi swasta yang ketiga bagi rawat jalan beberapa klinik rs membatasi pasien yg berkunjung dokter spesialis padahal pasien bayar ful selama bertahun yang ke empat yg paling bedebah beban pejabat bpjs rerata jt keatas fasilitas tunjangan trus lo bpjs itu ngomong konsep nya gotong royong yg ada lo ke doktrin,"['jujur', 'gw', 'paling', 'kecewa', 'sama', 'pelayanan', 'bpjs', 'dahulu', 'gw', 'dukung', 'sekarang', 'gw', 'paling', 'anti', 'sama', 'program', 'beginian', 'pertama', 'bagi', 'penguna', 'bpjs', 'wajib', 'baca', 'apa', 'yg', 'ke', 'cover', 'dan', 'mana', 'yg', 'tdk', 'ke', 'cover', 'kedua', 'masuk', 'opname', 'rumah', 'sakit', 'tdk', 'sedikit', 'rs', 'pelayan', 'bpjs', 'meminta', 'uang', 'jaminan', 'dan', 'microtransaction', 'blablabla', 'klo', 'gw', 'itung', 'hampir', 'sama', 'biaya', 'dengan', 'asuransi', 'swasta', 'yang', 'ketiga', 'bagi', 'rawat', 'jalan', 'beberapa', 'klinik', 'rs', 'membatasi', 'pasien', 'yg', 'berkunjung', 'dokter', 'spesialis', 'padahal', 'pasien', 'bayar', 'ful', 'selama', 'bertahun', 'yang', 'ke', 'empat', 'yg', 'paling', 'bedebah', 'beban', 'pejabat', 'bpjs', 'rerata', 'jt', 'keatas', 'fasilitas', 'tunjangan', 'trus', 'lo', 'bpjs', 'itu', 'ngomong', 'konsep', 'nya', 'gotong', 'royong', 'yg', 'ada', 'lo', 'ke', 'doktrin']",jujur aku paling kecewa sama pelayanan bpjs dahulu aku dukung sekarang aku paling anti sama program beginian pertama bagi penguna bpjs wajib baca apa yang ke cover dan mana yang tidak ke cover kedua masuk opname rumah sakit tidak sedikit rumah sakit pelayan bpjs meminta uang jaminan dan microtransaction blablabla kalau aku itung hampir sama biaya dengan asuransi swasta yang ketiga bagi rawat jalan beberapa klinik rumah sakit membatasi pasien yang berkunjung dokter spesialis padahal pasien bayar penuh selama bertahun yang ke empat yang paling bedebah beban pejabat bpjs rata rata juta keatas fasilitas tunjangan terus kamu bpjs itu bicara konsep nya gotong royong yang ada kamu ke doktrin,jujur aku paling kecewa sama layan bpjs dahulu aku dukung sekarang aku paling anti sama program begini pertama bagi penguna bpjs wajib baca apa yang ke cover dan mana yang tidak ke cover dua masuk opname rumah sakit tidak sedikit rumah sakit layan bpjs minta uang jamin dan microtransaction blablabla kalau aku itung hampir sama biaya dengan asuransi swasta yang tiga bagi rawat jalan beberapa klinik rumah sakit batas pasien yang kunjung dokter spesialis padahal pasien bayar penuh lama tahun yang ke empat yang paling bedebah beban jabat bpjs rata rata juta atas fasilitas tunjang terus kamu bpjs itu bicara konsep nya gotong royong yang ada kamu ke doktrin,jujur aku paling kecewa sama layan bpjs aku dukung sekarang aku paling anti sama program begini pertama penguna bpjs wajib baca apa cover mana cover masuk opname rumah sakit sedikit rumah sakit layan bpjs minta uang jamin microtransaction blablabla kalau aku itung hampir sama biaya asuransi swasta tiga rawat jalan beberapa klinik rumah sakit batas pasien kunjung dokter spesialis padahal pasien bayar penuh lama tahun empat paling bedebah beban jabat bpjs rata rata juta atas fasilitas tunjang terus kamu bpjs bicara konsep gotong royong kamu doktrin,-1,negatif
"BPJS seperti ""pemaksaan"" yg sangat halus (embel2 denda bisa dicicil. Benahin dulu deh sistemnya yang buruk sekali,jangan nyari jalan pintas tapi kenanya ke masyarakat. BPJS itu  jadi ""jelek"" kalau dicitrakan buruk","bpjs seperti ""pemaksaan"" yg sangat halus (embel2 denda bisa dicicil. benahin dulu deh sistemnya yang buruk sekali,jangan nyari jalan pintas tapi kenanya ke masyarakat. bpjs itu  jadi ""jelek"" kalau dicitrakan buruk","bpjs seperti ""pemaksaan"" yg sangat halus (embel2 denda bisa dicicil. benahin dulu deh sistemnya yang buruk sekali,jangan nyari jalan pintas tapi kenanya ke masyarakat. bpjs itu  jadi ""jelek"" kalau dicitrakan buruk",bpjs seperti  pemaksaan  yg sangat halus  embel  denda bisa dicicil  benahin dulu deh sistemnya yang buruk sekali jangan nyari jalan pintas tapi kenanya ke masyarakat  bpjs itu  jadi  jelek  kalau dicitrakan buruk,bpjs seperti pemaksan yg sangat halus embel denda bisa dicicil benahin dulu deh sistemnya yang buruk sekali jangan nyari jalan pintas tapi kenanya ke masyarakat bpjs itu jadi jelek kalau dicitrakan buruk,"['bpjs', 'seperti', 'pemaksan', 'yg', 'sangat', 'halus', 'embel', 'denda', 'bisa', 'dicicil', 'benahin', 'dulu', 'deh', 'sistemnya', 'yang', 'buruk', 'sekali', 'jangan', 'nyari', 'jalan', 'pintas', 'tapi', 'kenanya', 'ke', 'masyarakat', 'bpjs', 'itu', 'jadi', 'jelek', 'kalau', 'dicitrakan', 'buruk']",bpjs seperti pemaksaan yang sangat halus embel denda bisa dicicil benahin dulu deh sistemnya yang buruk sekali jangan cari jalan pintas tapi kenanya ke masyarakat bpjs itu jadi jelek kalau dicitrakan buruk,bpjs seperti paksa yang sangat halus embel denda bisa cicil benahin dulu deh sistem yang buruk sekali jangan cari jalan pintas tapi kena ke masyarakat bpjs itu jadi jelek kalau citra buruk,bpjs paksa sangat halus embel denda cicil benahin dulu deh sistem buruk sekali jangan cari jalan pintas kena masyarakat bpjs jadi jelek kalau citra buruk,-1,negatif
BPJS Buat Peserta Jadi Sulit,bpjs buat peserta jadi sulit,bpjs buat peserta jadi sulit,bpjs buat peserta jadi sulit,bpjs buat peserta jadi sulit,"['bpjs', 'buat', 'peserta', 'jadi', 'sulit']",bpjs untuk peserta jadi sulit,bpjs untuk serta jadi sulit,bpjs jadi sulit,-1,negatif
"Kl sakit, mati aja.. Gak usa berobat","kl sakit, mati aja.. gak usa berobat","kl sakit, mati aja.. gak usa berobat",kl sakit  mati aja   gak usa berobat,kl sakit mati aja gak usa berobat,"['kl', 'sakit', 'mati', 'aja', 'gak', 'usa', 'berobat']",kalau sakit mati saja tidak usa berobat,kalau sakit mati saja tidak usa obat,kalau sakit mati usa obat,-1,negatif
"saya juga pernah nih ngalamin bayar tunggakan sampe 1,5 jutaan ragara mau pindah bpjs perusahaan ke mandiri karena phk. setelah saya tanya ternyata saya diwajibkan bayar tagihan bpjs ortu saya kalau mau bpjs saya aktif. dan ternyata ortu saya gak tau kalau mereka udah daftar bpjs, setelah di inget2 waktu itu ada caleg yg daftarin n kalo calegnya kepilih iuran bpjs nya bakal dibayarin katanya.. eh ternyata si caleg ga kepilih, jadi nunggak dh bertaun-taun.","saya juga pernah nih ngalamin bayar tunggakan sampe 1,5 jutaan ragara mau pindah bpjs perusahaan ke mandiri karena phk. setelah saya tanya ternyata saya diwajibkan bayar tagihan bpjs ortu saya kalau mau bpjs saya aktif. dan ternyata ortu saya gak tau kalau mereka udah daftar bpjs, setelah di inget2 waktu itu ada caleg yg daftarin n kalo calegnya kepilih iuran bpjs nya bakal dibayarin katanya.. eh ternyata si caleg ga kepilih, jadi nunggak dh bertaun-taun.","saya juga pernah nih ngalamin bayar tunggakan sampe 1,5 jutaan ragara mau pindah bpjs perusahaan ke mandiri karena phk. setelah saya tanya ternyata saya diwajibkan bayar tagihan bpjs ortu saya kalau mau bpjs saya aktif. dan ternyata ortu saya gak tau kalau mereka udah daftar bpjs, setelah di inget2 waktu itu ada caleg yg daftarin n kalo calegnya kepilih iuran bpjs nya bakal dibayarin katanya.. eh ternyata si caleg ga kepilih, jadi nunggak dh bertaun-taun.",saya juga pernah nih ngalamin bayar tunggakan sampe     jutaan ragara mau pindah bpjs perusahaan ke mandiri karena phk  setelah saya tanya ternyata saya diwajibkan bayar tagihan bpjs ortu saya kalau mau bpjs saya aktif  dan ternyata ortu saya gak tau kalau mereka udah daftar bpjs  setelah di inget  waktu itu ada caleg yg daftarin n kalo calegnya kepilih iuran bpjs nya bakal dibayarin katanya   eh ternyata si caleg ga kepilih  jadi nunggak dh bertaun taun ,saya juga pernah nih ngalamin bayar tungakan sampe jutan ragara mau pindah bpjs perusahan ke mandiri karena phk setelah saya tanya ternyata saya diwajibkan bayar tagihan bpjs ortu saya kalau mau bpjs saya aktif dan ternyata ortu saya gak tau kalau mereka udah daftar bpjs setelah di inget waktu itu ada caleg yg daftarin n kalo calegnya kepilih iuran bpjs nya bakal dibayarin katanya eh ternyata si caleg ga kepilih jadi nungak dh bertaun taun ,"['saya', 'juga', 'pernah', 'nih', 'ngalamin', 'bayar', 'tungakan', 'sampe', 'jutan', 'ragara', 'mau', 'pindah', 'bpjs', 'perusahan', 'ke', 'mandiri', 'karena', 'phk', 'setelah', 'saya', 'tanya', 'ternyata', 'saya', 'diwajibkan', 'bayar', 'tagihan', 'bpjs', 'ortu', 'saya', 'kalau', 'mau', 'bpjs', 'saya', 'aktif', 'dan', 'ternyata', 'ortu', 'saya', 'gak', 'tau', 'kalau', 'mereka', 'udah', 'daftar', 'bpjs', 'setelah', 'di', 'inget', 'waktu', 'itu', 'ada', 'caleg', 'yg', 'daftarin', 'n', 'kalo', 'calegnya', 'kepilih', 'iuran', 'bpjs', 'nya', 'bakal', 'dibayarin', 'katanya', 'eh', 'ternyata', 'si', 'caleg', 'ga', 'kepilih', 'jadi', 'nungak', 'dh', 'bertaun', 'taun']",saya juga pernah ini ngalamin bayar tunggakan sampai jutan ragara mau pindah bpjs perusahaan ke mandiri karena phk setelah saya tanya ternyata saya diwajibkan bayar tagihan bpjs orang tua saya kalau mau bpjs saya aktif dan ternyata orang tua saya tidak tahu kalau mereka sudah daftar bpjs setelah di ingat waktu itu ada caleg yang daftarin dan kalau calegnya kepilih iuran bpjs nya bakal dibayarin katanya eh ternyata si caleg tidak kepilih jadi nunggak deh bertaun taun,saya juga pernah ini ngalamin bayar tunggak sampai jutan ragara mau pindah bpjs usaha ke mandiri karena phk telah saya tanya nyata saya wajib bayar tagih bpjs orang tua saya kalau mau bpjs saya aktif dan nyata orang tua saya tidak tahu kalau mereka sudah daftar bpjs telah di ingat waktu itu ada caleg yang daftarin dan kalau calegnya pilih iur bpjs nya bakal dibayarin kata eh nyata si caleg tidak pilih jadi nunggak deh taun taun,pernah ngalamin bayar tunggak jutan ragara mau pindah bpjs usaha mandiri phk tanya nyata wajib bayar tagih bpjs orang tua kalau mau bpjs aktif nyata orang tua tahu kalau daftar bpjs ingat waktu caleg daftarin kalau calegnya pilih iur bpjs bakal dibayarin kata eh nyata si caleg pilih jadi nunggak deh taun taun,-1,negatif
Selaras ga uang sama pelayanannya bpjs yang buruk?,selaras ga uang sama pelayanannya bpjs yang buruk?,selaras ga uang sama pelayanannya bpjs yang buruk?,selaras ga uang sama pelayanannya bpjs yang buruk ,selaras ga uang sama pelayananya bpjs yang buruk ,"['selaras', 'ga', 'uang', 'sama', 'pelayananya', 'bpjs', 'yang', 'buruk']",selaras tidak uang sama pelayananya bpjs yang buruk,selaras tidak uang sama pelayananya bpjs yang buruk,selaras uang sama pelayananya bpjs buruk,-1,negatif
"Aku pernah,, bpjs ga bayar dr 2017 ( niatnya memang mau di non aktifkan dan berharap diblokir ) dan ga akan pake bpjs juga ,krn kalo berobat dan melahirkan selalu pake umum... akhirnya tahun 2022 pas urus sertifikat tanah lah kok syarate harus ada bpjs, kalo ga ada bpjs gabisa ngurus sertifikat tanah,, jadi mau ga mau harus diaktifin lagi tuh kartu,, bayangin aja tunggakan dr 2017 -2022 .. kan amsyong","aku pernah,, bpjs ga bayar dr 2017 ( niatnya memang mau di non aktifkan dan berharap diblokir ) dan ga akan pake bpjs juga ,krn kalo berobat dan melahirkan selalu pake umum... akhirnya tahun 2022 pas urus sertifikat tanah lah kok syarate harus ada bpjs, kalo ga ada bpjs gabisa ngurus sertifikat tanah,, jadi mau ga mau harus diaktifin lagi tuh kartu,, bayangin aja tunggakan dr 2017 -2022 .. kan amsyong","aku pernah,, bpjs ga bayar dr 2017 ( niatnya memang mau di non aktifkan dan berharap diblokir ) dan ga akan pake bpjs juga ,krn kalo berobat dan melahirkan selalu pake umum... akhirnya tahun 2022 pas urus sertifikat tanah lah kok syarate harus ada bpjs, kalo ga ada bpjs gabisa ngurus sertifikat tanah,, jadi mau ga mau harus diaktifin lagi tuh kartu,, bayangin aja tunggakan dr 2017 -2022 .. kan amsyong",aku pernah   bpjs ga bayar dr        niatnya memang mau di non aktifkan dan berharap diblokir   dan ga akan pake bpjs juga  krn kalo berobat dan melahirkan selalu pake umum    akhirnya tahun      pas urus sertifikat tanah lah kok syarate harus ada bpjs  kalo ga ada bpjs gabisa ngurus sertifikat tanah   jadi mau ga mau harus diaktifin lagi tuh kartu   bayangin aja tunggakan dr               kan amsyong,aku pernah bpjs ga bayar dr niatnya memang mau di non aktifkan dan berharap diblokir dan ga akan pake bpjs juga krn kalo berobat dan melahirkan selalu pake umum akhirnya tahun pas urus sertifikat tanah lah kok syarate harus ada bpjs kalo ga ada bpjs gabisa ngurus sertifikat tanah jadi mau ga mau harus diaktifin lagi tuh kartu bayangin aja tungakan dr kan amsyong,"['aku', 'pernah', 'bpjs', 'ga', 'bayar', 'dr', 'niatnya', 'memang', 'mau', 'di', 'non', 'aktifkan', 'dan', 'berharap', 'diblokir', 'dan', 'ga', 'akan', 'pake', 'bpjs', 'juga', 'krn', 'kalo', 'berobat', 'dan', 'melahirkan', 'selalu', 'pake', 'umum', 'akhirnya', 'tahun', 'pas', 'urus', 'sertifikat', 'tanah', 'lah', 'kok', 'syarate', 'harus', 'ada', 'bpjs', 'kalo', 'ga', 'ada', 'bpjs', 'gabisa', 'ngurus', 'sertifikat', 'tanah', 'jadi', 'mau', 'ga', 'mau', 'harus', 'diaktifin', 'lagi', 'tuh', 'kartu', 'bayangin', 'aja', 'tungakan', 'dr', 'kan', 'amsyong']",aku pernah bpjs tidak bayar dari niatnya memang mau di non aktifkan dan berharap diblokir dan tidak akan pakai bpjs juga karena kalau berobat dan melahirkan selalu pakai umum akhirnya tahun pas urus sertifikat tanah lah kok syarate harus ada bpjs kalau tidak ada bpjs tidak bisa ngurus sertifikat tanah jadi mau tidak mau harus diaktifin lagi tuh kartu bayangin saja tunggakan dari kan amsyong,aku pernah bpjs tidak bayar dari niat memang mau di non aktif dan harap blokir dan tidak akan pakai bpjs juga karena kalau obat dan lahir selalu pakai umum akhir tahun pas urus sertifikat tanah lah kok syarate harus ada bpjs kalau tidak ada bpjs tidak bisa ngurus sertifikat tanah jadi mau tidak mau harus diaktifin lagi tuh kartu bayangin saja tunggak dari kan amsyong,aku pernah bpjs bayar niat memang mau non aktif harap blokir pakai bpjs kalau obat lahir selalu pakai umum akhir tahun urus sertifikat tanah lah kok syarate bpjs kalau bpjs ngurus sertifikat tanah jadi mau mau diaktifin tuh kartu bayangin tunggak kan amsyong,-1,negatif
Ribet banget BPJS 😂😂,ribet banget bpjs ðð,ribet banget bpjs ,ribet banget bpjs ,ribet banget bpjs ,"['ribet', 'banget', 'bpjs']",ribet banget bpjs,ribet banget bpjs,ribet banget bpjs,-1,negatif
"Lah gua yg bayar teratur aja masih di persulit nunggu gak ada penanganan sama sekali..alhasil gua gak jadi pake BPJS malah pake umum ,, nunggu BPJS mah nunggu mati aja..","lah gua yg bayar teratur aja masih di persulit nunggu gak ada penanganan sama sekali..alhasil gua gak jadi pake bpjs malah pake umum ,, nunggu bpjs mah nunggu mati aja..","lah gua yg bayar teratur aja masih di persulit nunggu gak ada penanganan sama sekali..alhasil gua gak jadi pake bpjs malah pake umum ,, nunggu bpjs mah nunggu mati aja..",lah gua yg bayar teratur aja masih di persulit nunggu gak ada penanganan sama sekali  alhasil gua gak jadi pake bpjs malah pake umum    nunggu bpjs mah nunggu mati aja  ,lah gua yg bayar teratur aja masih di persulit nungu gak ada penanganan sama sekali alhasil gua gak jadi pake bpjs malah pake umum nungu bpjs mah nungu mati aja ,"['lah', 'gua', 'yg', 'bayar', 'teratur', 'aja', 'masih', 'di', 'persulit', 'nungu', 'gak', 'ada', 'penanganan', 'sama', 'sekali', 'alhasil', 'gua', 'gak', 'jadi', 'pake', 'bpjs', 'malah', 'pake', 'umum', 'nungu', 'bpjs', 'mah', 'nungu', 'mati', 'aja']",lah saya yang bayar teratur saja masih di persulit nunggu tidak ada penanganan sama sekali alhasil saya tidak jadi pakai bpjs malah pakai umum nunggu bpjs mah nunggu mati saja,lah saya yang bayar atur saja masih di sulit nunggu tidak ada tangan sama sekali alhasil saya tidak jadi pakai bpjs malah pakai umum nunggu bpjs mah nunggu mati saja,lah bayar atur sulit nunggu tangan sama sekali alhasil jadi pakai bpjs malah pakai umum nunggu bpjs nunggu mati,-1,negatif
negara kok bikin susah rakyat sih? kalo kita udh dftr di asuransi lain gmn?..,negara kok bikin susah rakyat sih? kalo kita udh dftr di asuransi lain gmn?..,negara kok bikin susah rakyat sih? kalo kita udh dftr di asuransi lain gmn?..,negara kok bikin susah rakyat sih  kalo kita udh dftr di asuransi lain gmn   ,negara kok bikin susah rakyat sih kalo kita udh dftr di asuransi lain gmn ,"['negara', 'kok', 'bikin', 'susah', 'rakyat', 'sih', 'kalo', 'kita', 'udh', 'dftr', 'di', 'asuransi', 'lain', 'gmn']",negara kok membuat susah rakyat sih kalau kita sudah dftr di asuransi lain bagaimana,negara kok untuk susah rakyat sih kalau kita sudah dftr di asuransi lain bagaimana,negara kok susah rakyat sih kalau dftr asuransi bagaimana,-1,negatif
